id,phrase,type,text,lat,long,url,datetime,unixtime,temperature,apparentTemperature,windSpeed,precipAccumulation,precipIntensity,temperatureHigh,temperatureLow,windSpeedHigh,apparentTemperatureHigh,apparentTemperatureLow,precipIntensityMax
903324179063242753,hot as hell,hell,It's hot as hell outside !,29.838495,-95.4464865,https://twitter.com/Screamin_Sharde/status/903324179063242753,2017-08-31T14:30:41-04:00,1504204241,89.37,91.82,10.38,0.0,0.0,90.64,73.44,6.17,92.78,74.76,0.0
903325829622624260,hot as shit,shit,it's hot as shit out here ð,39.284713,-76.620482,https://twitter.com/http_dayday/status/903325829622624260,2017-08-31T14:37:15-04:00,1504204635,83.83,84.45,6.66,0.0,0.0,83.88,61.46,3.48,84.54,61.46,0.0009
903326373959180288,hot as fuck,fuck,It's hot as fuck already ð,37.791994,-122.2286855,https://twitter.com/renaejohanson/status/903326373959180288,2017-08-31T14:39:25-04:00,1504204765,68.33,68.33,3.38,0.0,0.0,84.72,69.08,2.92,84.72,69.08,0.0
903328508558049280,hot as shit,shit,it's hot as shit outside,28.5016785,-81.3677725,https://twitter.com/damoni1k_/status/903328508558049280,2017-08-31T14:47:54-04:00,1504205274,92.65,101.97,7.13,0.0,0.0009,93.05,74.71,4.97,103.09,76.45,0.0211
903330305028784128,hot as ever,ever,@BlackBoeKev It's hot as ever outside lol I don't get it,32.4405105,-81.8005785,https://twitter.com/HereComesBeauty/status/903330305028784128,2017-08-31T14:55:02-04:00,1504205702,89.83,96.96,7.28,0.0,0.0205,89.83,73.34,2.44,97.25,74.99,0.2241
903332758188990465,hot as fuckz,fuckz,Aye it's hot as fuckZ,34.0870095,-118.369645,https://twitter.com/mikehctr/status/903332758188990465,2017-08-31T15:04:47-04:00,1504206287,91.28,92.12,5.88,0.0,0.0,93.87,74.46,2.58,94.13,75.28,0.0005
903334638986416129,hotter than a mother,a mother,It's hotter than a mother fucker rn,29.8956065,-97.9351915,https://twitter.com/Marri_Sandoval/status/903334638986416129,2017-08-31T15:12:15-04:00,1504206735,90.04,90.7,4.75,0.0,0.0,91.34,67.8,4.29,91.34,68.43,0.0
903335991489867776,hot as fuck,fuck,LMAOOOO ITS HOT AS FUCK,37.7706565,-122.4359785,https://twitter.com/maybenotsodrake/status/903335991489867776,2017-08-31T15:17:38-04:00,1504207058,68.13,68.13,2.93,0.0,0.0,80.65,69.6,3.18,80.65,69.6,0.0
903337771686756352,hot as balls,balls,It's hot as balls,37.7706565,-122.4359785,https://twitter.com/joshuv_lizvrdo/status/903337771686756352,2017-08-31T15:24:42-04:00,1504207482,68.49,68.49,3.02,0.0,0.0,80.65,69.6,3.18,80.65,69.6,0.0
903338664234594304,hot as balls,balls,ITS HOT AS BALLS,33.8091715,-118.1567105,https://twitter.com/MynorBAP/status/903338664234594304,2017-08-31T15:28:15-04:00,1504207695,88.74,91.3,6.55,0.0,0.0,94.27,72.58,3.66,96.33,73.77,0.0004
903341367405023232,hot as hell,hell,its hot as hell outside bro wtf,26.103362,-80.401725,https://twitter.com/TheRealBezi/status/903341367405023232,2017-08-31T15:38:59-04:00,1504208339,90.36,101.46,9.29,0.0,0.0,90.44,83.34,8.07,103.3,92.74,0.0
903342330987528192,hot as fuck,fuck,Left the house for two seconds to get gas and it's hot as fuck. I canNOT!,34.134925,-117.294096,https://twitter.com/wstcstcourtney/status/903342330987528192,2017-08-31T15:42:49-04:00,1504208569,105.79,105.79,2.68,0.0,0.0015,106.84,77.21,1.84,106.84,77.21,0.0181
903343005196746752,hot as the fuck,the fuck,It's hot as the fuck up in Westwood.... https://t.co/EMw8mNxOQw,34.0207895,-118.4119065,https://twitter.com/Khali_The_Great/status/903343005196746752,2017-08-31T15:45:30-04:00,1504208730,88.99,89.66,6.45,0.0,0.0,89.67,73.62,2.95,90.12,74.5,0.0003
903343062503407617,hotter than the pits,the pits,It's hotter than the pits of hell here,34.17731,-118.131964,https://twitter.com/cecycampos_/status/903343062503407617,2017-08-31T15:45:44-04:00,1504208744,96.96,97.86,5.38,0.0,0.0001,98.2,74.66,1.77,98.79,75.38,0.002
903345449515356161,hot as dick,dick,bro it's hot as dick,34.033142,-117.860378,https://twitter.com/easy_money_nate/status/903345449515356161,2017-08-31T15:55:13-04:00,1504209313,100.91,103.17,5.51,0.0,0.0008,101.72,74.91,1.92,104.2,75.73,0.0074
903346174354014208,hotter than hell,hell,NAU needs to use the air conditioner for once. It's hotter than hell in these classrooms. ð https://t.co/8ADomIlOqk,35.18275,-111.6351495,https://twitter.com/kaylanneliese/status/903346174354014208,2017-08-31T15:58:05-04:00,1504209485,83.46,83.46,5.59,0.0,0.0001,83.54,53.52,1.35,83.54,53.52,0.0007
903349698559262720,hot as balls,balls,it's hot as balls dude wtf,32.810012,-117.104989,https://twitter.com/princessandrew_/status/903349698559262720,2017-08-31T16:12:06-04:00,1504210326,88.12,91.74,6.69,0.0,0.0,88.21,71.36,2.63,92.0,72.05,0.0007
903349911948673025,hot as hell,hell,its hot as hell ð©,34.0654505,-117.772917,https://twitter.com/bigbootydoobie/status/903349911948673025,2017-08-31T16:12:57-04:00,1504210377,103.99,104.97,6.58,0.0,0.0009,104.01,76.65,1.71,105.37,77.22,0.0087
903355109450514432,hot as balls,balls,It's nuts how today it's 82 in LA feels like it's hot as balls to me but 4 years ago I was living in Vegas and I could handle 103 with ease,34.0207895,-118.4119065,https://twitter.com/MarkEOrtega/status/903355109450514432,2017-08-31T16:33:36-04:00,1504211616,89.65,89.91,7.05,0.0,0.0,89.67,73.62,2.95,90.12,74.5,0.0003
903355222029852674,hot as fuck,fuck,Kathy Griffin lives close to me . Gives me some funny ideas . Maybe she likes water balloons ? It is hot as fuck in LA today .,34.0207895,-118.4119065,https://twitter.com/DviusMusic/status/903355222029852674,2017-08-31T16:34:03-04:00,1504211643,89.65,89.91,7.05,0.0,0.0,89.67,73.62,2.95,90.12,74.5,0.0003
903358833740832769,hotter than ,,It's hotter than a jalapeÃ±os pussy.,34.0207895,-118.4119065,https://twitter.com/FollowThissDICK/status/903358833740832769,2017-08-31T16:48:24-04:00,1504212504,89.66,89.82,7.3,0.0,0.0,89.67,73.62,2.95,90.12,74.5,0.0003
903365820369305602,hot as shit,shit,It's hot as shit on this megabus,38.898603,-77.0143985,https://twitter.com/adw___/status/903365820369305602,2017-08-31T17:16:09-04:00,1504214169,82.03,83.28,5.49,0.0,0.0,83.08,62.22,3.28,83.91,62.22,0.0006
903365986807537665,hotter than satan's butthole,satan's butthole,It's hotter than satans butthole out here,34.0207895,-118.4119065,https://twitter.com/DeeLosoya/status/903365986807537665,2017-08-31T17:16:49-04:00,1504214209,88.87,89.17,7.7,0.0,0.0,89.67,73.62,2.95,90.12,74.5,0.0003
903367743801577481,cold as fuuuuuck,fuuuuuck,It's cold as fuuuuuck I can't deal.,40.748333,-82.475571,https://twitter.com/whoisdirtidani/status/903367743801577481,2017-08-31T17:23:48-04:00,1504214628,68.96,68.96,12.64,0.0,0.0,72.13,53.68,5.6,72.16,53.68,0.0
903368003022069760,hot as motha,motha,It's hot as motha fuckin uhhhhhhhhhhhhhhhhh,34.0207895,-118.4119065,https://twitter.com/_AntLux/status/903368003022069760,2017-08-31T17:24:50-04:00,1504214690,88.49,88.88,7.79,0.0,0.0,89.67,73.62,2.95,90.12,74.5,0.0003
903368534582898688,hot as fuck,fuck,"Great, first day back and it's hot as fuck and I have allergies",37.948843,-122.362414,https://twitter.com/itslouiefranco/status/903368534582898688,2017-08-31T17:26:57-04:00,1504214817,76.15,76.15,4.19,0.0,0.0,81.78,69.84,2.58,81.78,69.84,0.0
903370634037665792,hot as shit,shit,The fact that it's hot as shit on the bus and I'm letting my teammate be all up on my shoulder to sleep just confirms that I'm hella real,38.119674,-121.278605,https://twitter.com/___llani/status/903370634037665792,2017-08-31T17:35:17-04:00,1504215317,96.25,96.25,5.07,0.0,0.0,100.06,68.17,3.36,100.06,68.17,0.0
903373964554076160,hot as balls,balls,Uhhhhh ok I guess it can start raining when it's hot as balls,32.810012,-117.104989,https://twitter.com/Calvin__I/status/903373964554076160,2017-08-31T17:48:31-04:00,1504216111,85.89,88.65,5.7,0.0,0.0,88.21,71.36,2.63,92.0,72.05,0.0007
903373984455995393,hotter than donut,donut,Older gentleman at the office just told me he hopes I'm staying cool today because it's hotter than donut grease outside lol!,33.9289335,-118.063704,https://twitter.com/garyhardiejr/status/903373984455995393,2017-08-31T17:48:36-04:00,1504216116,92.66,94.77,6.94,0.0,0.0001,94.74,73.53,2.97,96.9,74.5,0.0022
903375362280767488,hot as shit,shit,It's hot as shit,37.7706565,-122.4359785,https://twitter.com/Edom3dom/status/903375362280767488,2017-08-31T17:54:04-04:00,1504216444,77.38,77.38,7.01,0.0,0.0,80.65,69.6,3.18,80.65,69.6,0.0
903377277253066752,hot as shit,shit,"Fresh off the clock ðð½ It's hot as shit out here, wtf bro ð©",33.8091715,-118.1567105,https://twitter.com/royalteeeeh/status/903377277253066752,2017-08-31T18:01:41-04:00,1504216901,91.12,93.95,4.72,0.0,0.0,94.27,72.58,3.66,96.33,73.77,0.0004
903379601467990016,hot as balls,balls,It's hot as balls outside,32.1893905,-110.9155735,https://twitter.com/lethal5point7/status/903379601467990016,2017-08-31T18:10:55-04:00,1504217455,101.97,101.97,15.08,0.0,0.0,103.52,70.1,10.23,103.52,70.1,0.0
903383102231367685,hot as shit,shit,Man it's hot as shit out tonight ð #nogoodforthehair,28.3045215,-81.5493205,https://twitter.com/tommybennbb/status/903383102231367685,2017-08-31T18:24:50-04:00,1504218290,86.95,97.01,6.46,0.0,0.0022,93.08,75.21,4.48,102.81,76.92,0.0219
903384596850630657,hot as fuck,fuck,"My bf is at the gym while its hot as fuck. Seriously, it's insane! its not getting any colder when it's dark",19.684563,-70.6952615,https://twitter.com/Travel_Kitty/status/903384596850630657,2017-08-31T18:30:46-04:00,1504218646,86.3,97.19,12.79,0.0,0.0,91.83,73.26,6.8,106.43,74.95,0.0
903385675764027392,hotter than a mf,a mf,"I was legit sweating from my double chin , it's hotter than a mf outside !",29.417501,-98.5406515,https://twitter.com/felisha_dneazel/status/903385675764027392,2017-08-31T18:35:03-04:00,1504218903,92.55,92.55,2.68,0.0,0.0,92.92,68.74,3.48,92.92,69.38,0.0005
903387825411825664,hot as shit,shit,I'm gonna start hangin out on sproul yelling about global warming cause it's hot as shit,37.791994,-122.2286855,https://twitter.com/blkmgkbaby/status/903387825411825664,2017-08-31T18:43:36-04:00,1504219416,82.96,82.96,6.27,0.0,0.0,84.72,69.08,2.92,84.72,69.08,0.0
903393255089356800,hot as ballz,ballz,better yet i wanna get lost at sun splash bc i'm a little ass kid &amp;it's hot as ballz,39.498887,-121.5498165,https://twitter.com/onmommasbitch/status/903393255089356800,2017-08-31T19:05:10-04:00,1504220710,97.61,97.61,5.07,0.0,0.0,98.21,71.23,1.85,98.21,71.23,0.0
903393364321505280,hot as fuck,fuck,"so its hot as fuck outside and this happens at coc (i didnt take this).... and now there's thunder, tf is happening https://t.co/p882Lwp581",34.415631,-118.5032585,https://twitter.com/saigeexoxo/status/903393364321505280,2017-08-31T19:05:36-04:00,1504220736,93.9,93.9,5.72,0.0,0.0003,96.6,73.09,1.02,96.6,73.42,0.0044
903395398663905280,hotter than hell,hell,First off it was an accident and hell must've frozen over cuz it's hotter than hell here on Mother Earth. https://t.co/trcQVGjg3e,37.791994,-122.2286855,https://twitter.com/djtasi/status/903395398663905280,2017-08-31T19:13:41-04:00,1504221221,83.97,83.97,5.83,0.0,0.0,84.72,69.08,2.92,84.72,69.08,0.0
903397370066419713,hot as hell,hell,"It's hot as hell outside, just saw the devil run across street ððð. #heatwave #summer #hotashellâ¦ https://t.co/GsGRc2YdNO",34.0207895,-118.4119065,https://twitter.com/MaraSantino/status/903397370066419713,2017-08-31T19:21:31-04:00,1504221691,86.63,87.43,5.82,0.0,0.0,89.67,73.62,2.95,90.12,74.5,0.0003
903398749610721280,hot as hell,hell,Let it fucken rain cause it's hot as hell,33.739992,-117.8874385,https://twitter.com/jassxxoo/status/903398749610721280,2017-08-31T19:27:00-04:00,1504222020,89.84,91.34,3.97,0.0,0.0005,95.57,73.69,3.07,98.51,74.65,0.0049
903400954262724608,hot as fuck,fuck,Hey how windy outside and it's hot as fuck to ð¤¦ð¾ââï¸I cannot take this heat ð«,34.191354,-118.492384,https://twitter.com/calichicmesha/status/903400954262724608,2017-08-31T19:35:46-04:00,1504222546,100.09,100.09,3.26,0.0,0.0,101.26,75.77,2.07,101.26,76.4,0.0002
903403201596055553,hotter than balls,balls,Mickey don't lie! It's hotter than balls out in P-Town!â¦ https://t.co/PZwpHEJWsz,37.6629475,-121.877735,https://twitter.com/suecano/status/903403201596055553,2017-08-31T19:44:42-04:00,1504223082,92.47,92.47,6.02,0.0,0.0,92.76,68.58,2.15,92.76,68.58,0.0
903403447034068992,hot as fuck,fuck,It's hot as fuck here. https://t.co/3LwY4rE3rn,34.0207895,-118.4119065,https://twitter.com/mickieyousofine/status/903403447034068992,2017-08-31T19:45:40-04:00,1504223140,85.68,86.52,5.43,0.0,0.0,89.67,73.62,2.95,90.12,74.5,0.0003
903404795494490117,hot as balls,balls,@c0c0_shannel it's hot as balls,37.7706565,-122.4359785,https://twitter.com/c27real/status/903404795494490117,2017-08-31T19:51:02-04:00,1504223462,80.59,80.59,5.39,0.0,0.0,80.65,69.6,3.18,80.65,69.6,0.0
903405218037211137,cold as fuck,fuck,It's cold as fuck outside #thisaintright #5moredays,42.8962295,-78.853563,https://twitter.com/Rowedlockmd420/status/903405218037211137,2017-08-31T19:52:43-04:00,1504223563,61.48,61.48,14.27,0.0,0.0008,64.52,51.46,9.1,64.52,51.46,0.0124
903409197018112000,hotter than the devil's balls,the devil's balls,It's hotter than the devils balls in silk draws!,37.791994,-122.2286855,https://twitter.com/djtasi/status/903409197018112000,2017-08-31T20:08:31-04:00,1504224511,84.32,84.32,4.4,0.0,0.0,84.72,69.08,2.92,84.72,69.08,0.0
903409326517256192,windy as fuck,fuck,Layers needed at Wrigley in freaking August. This is bs. It is windy as fuck,41.8335845,-87.732013,https://twitter.com/MeliMel_82/status/903409326517256192,2017-08-31T20:09:02-04:00,1504224542,66.34,66.34,14.21,0.0,0.0,70.71,57.19,14.08,70.71,57.19,0.0
903410057630539776,hot as fuck,fuck,"It's hot as fuck, I got my feet in the pool, and it's raining down my back. What's happening?",33.7635055,-117.7957155,https://twitter.com/katieefrannyy/status/903410057630539776,2017-08-31T20:11:56-04:00,1504224716,89.25,90.5,2.04,0.0,0.0007,98.69,74.24,2.37,101.78,75.07,0.0071
903419639736107008,hot as fuck,fuck,"It's hot as fuck. There's rain. There's lighting and thunder. In LA. Yeah, that's normal.",34.0207895,-118.4119065,https://twitter.com/AmJulioVL/status/903419639736107008,2017-08-31T20:50:01-04:00,1504227001,87.91,88.36,3.1,0.0,0.0,89.67,73.62,2.95,90.12,74.5,0.0003
903420576466853888,hot as fuck,fuck,It's hot as fuck and raining in LA. This weather is nonsense over here.,34.0207895,-118.4119065,https://twitter.com/WillTheLandMan/status/903420576466853888,2017-08-31T20:53:44-04:00,1504227224,88.11,88.53,3.28,0.0,0.0,89.67,73.62,2.95,90.12,74.5,0.0003
903423126016450560,hotter than ,,It's hotter than a jalapeÃ±os cooch.,33.8849685,-118.222017,https://twitter.com/_JackelynnM/status/903423126016450560,2017-08-31T21:03:52-04:00,1504227832,88.23,89.79,3.85,0.0,0.0,91.96,73.99,2.92,93.27,74.95,0.0009
903423933944180736,hot as fuck,fuck,Its hot as fuck,34.1355205,-117.849687,https://twitter.com/DaddyAun/status/903423933944180736,2017-08-31T21:07:05-04:00,1504228025,92.84,92.84,8.8,0.0,0.0011,102.13,74.94,1.8,103.71,75.66,0.0077
903424952363237376,hot as balls,balls,"LA weather , one second it's hot as balls the next it's raining ððð",34.0207895,-118.4119065,https://twitter.com/thatgurlana_/status/903424952363237376,2017-08-31T21:11:08-04:00,1504228268,88.4,88.81,3.85,0.0,0.0,89.67,73.62,2.95,90.12,74.5,0.0003
903425184912121857,hot as hell:(,hell:(,It's hot as hell:( and I'm so hungry,34.0207895,-118.4119065,https://twitter.com/janellzzz/status/903425184912121857,2017-08-31T21:12:03-04:00,1504228323,88.39,88.81,3.86,0.0,0.0,89.67,73.62,2.95,90.12,74.5,0.0003
903427707077144576,hot as fuck,fuck,how it's windy outside and it's hot as fuck to ð¤¦ð¾ââï¸I cannot take this heat ð«,34.191354,-118.492384,https://twitter.com/calichicmesha/status/903427707077144576,2017-08-31T21:22:04-04:00,1504228924,93.24,93.24,6.19,0.0,0.0,101.26,75.77,2.07,101.26,76.4,0.0002
903429475022422017,hot as fuck,fuck,"in other news, it's hot as fuck",37.331159,-121.8737305,https://twitter.com/suhmeduh/status/903429475022422017,2017-08-31T21:29:06-04:00,1504229346,88.82,88.82,6.65,0.0,0.0,92.22,68.46,2.95,92.22,68.46,0.0
903430502765420547,hot as fuck,fuck,when it's hot as fuck and ice cream is your savior. https://t.co/nZZroCErUD,34.0930525,-118.262426,https://twitter.com/someswing/status/903430502765420547,2017-08-31T21:33:11-04:00,1504229591,91.52,91.96,4.84,0.0,0.0,95.92,74.84,2.37,96.89,75.69,0.0005
903430991397625857,hot as shit,shit,My niggggaaaaaaa it's hot as shit.,34.0207895,-118.4119065,https://twitter.com/FineAssFrankie/status/903430991397625857,2017-08-31T21:35:07-04:00,1504229707,88.26,88.77,4.22,0.0,0.0,89.67,73.62,2.95,90.12,74.5,0.0003
903434032154689537,hot as heck,heck,It's hot as heck but I'm eatin PhÃ³ I couldn't resist,34.134925,-117.294096,https://twitter.com/pricillaarnold/status/903434032154689537,2017-08-31T21:47:12-04:00,1504230432,89.49,89.49,4.15,0.0,0.0015,106.84,77.21,1.84,106.84,77.21,0.0181
903434348568961024,cold as hell,hell,It's cold as hell outside,41.927807,-88.7537095,https://twitter.com/Love__kii/status/903434348568961024,2017-08-31T21:48:28-04:00,1504230508,57.45,57.45,7.62,0.0,0.0,71.34,50.99,10.26,71.34,50.99,0.0
903435388374573056,hot as tits,tits,Where are all my friends w pools It's hot as tits,33.842863,-117.851089,https://twitter.com/uvmik_/status/903435388374573056,2017-08-31T21:52:36-04:00,1504230756,88.69,90.52,1.32,0.0,0.0007,98.38,74.16,2.49,101.61,75.06,0.0065
903437208715223040,cold as hell,hell,It's cold as hell outside.,42.3527865,-83.099288,https://twitter.com/LaChelle____/status/903437208715223040,2017-08-31T21:59:50-04:00,1504231190,57.45,57.45,10.54,0.0,0.0,68.73,52.52,9.28,68.73,52.52,0.0
903437426659516416,hot as shit,shit,Man I wish Arizona would flood it's hot as shit,33.43562,-112.543989,https://twitter.com/SithAIex/status/903437426659516416,2017-08-31T22:00:42-04:00,1504231242,100.14,100.14,4.01,0.0,0.0,105.46,79.36,4.79,105.46,79.36,0.0
903444140356239360,windy as fuck,fuck,Ladies Secure The Wigs It's Windy As Fuckð,35.1335205,-89.922029,https://twitter.com/Dhet_Btchh/status/903444140356239360,2017-08-31T22:27:22-04:00,1504232842,67.37,68.14,16.39,0.0,0.06,75.78,67.06,13.07,77.35,67.82,0.2797
903450544144084997,hot as heck,heck,It's hot as heck and all we want to do is lay on the couch and cuddle with the kitties. Honestlyâ¦ https://t.co/Um5MF59S7r,33.1849205,-117.2397795,https://twitter.com/kellymoncure/status/903450544144084997,2017-08-31T22:52:49-04:00,1504234369,76.99,78.05,3.55,0.0,0.0001,86.88,70.7,2.53,90.34,71.62,0.0016
903456245553799169,cold as hell,hell,It's cold as hell outside,33.7671945,-84.433106,https://twitter.com/AlexAlston99/status/903456245553799169,2017-08-31T23:15:29-04:00,1504235729,74.39,75.74,9.3,0.0,0.0203,81.95,73.77,4.67,85.53,75.01,0.103
903462699908030465,hot as shit,shit,It's hot as shit at 840 pm in the LBC! ð¥ ð¥ ð¥,33.8091715,-118.1567105,https://twitter.com/jasontyler_85/status/903462699908030465,2017-08-31T23:41:07-04:00,1504237267,78.69,79.47,6.05,0.0,0.0,94.27,72.58,3.66,96.33,73.77,0.0004
903469243793981441,hotter than the sahara,the sahara,"Cranking @earthlessrips right now @KCHUNGRadio from our studio in Chinatown in muggy Los Angeles, where it's hotter than the Sahara!",34.0207895,-118.4119065,https://twitter.com/VisceralVolume/status/903469243793981441,2017-09-01T00:07:08-04:00,1504238828,81.89,83.27,5.43,0.0,0.0,89.67,73.62,2.95,90.12,74.5,0.0003
903469545616064512,hotter than hell,hell,"@Hey1917 hey sister hope you're staying cool! Just remember, us snowflakes don't melt!...BUT IT'S HOTTER THAN hell!...ugh, nevermindâï¸ðð¤£ðâï¸",32.810012,-117.104989,https://twitter.com/TheeWolfthing/status/903469545616064512,2017-09-01T00:08:19-04:00,1504238899,74.63,75.55,5.73,0.0,0.0,88.21,71.36,2.63,92.0,72.05,0.0007
903476449474076672,cold as fuck,fuck,Is it winter? It's cold as fuck,41.3870895,-83.645809,https://twitter.com/Mbl0sssss/status/903476449474076672,2017-09-01T00:35:45-04:00,1504240545,57.27,57.27,11.8,0.0,0.0,64.71,57.42,13.2,64.71,57.42,0.0
903491496644448256,hot as shit,shit,Trevor Noah fucking sucks and it's hot as shit outside at 10:35pm. Optimistically: only one of these two things will remain a constant.,34.0207895,-118.4119065,https://twitter.com/samhellohi/status/903491496644448256,2017-09-01T01:35:33-04:00,1504244133,77.29,77.88,5.2,0.0,0.0,89.67,73.62,2.95,90.12,74.5,0.0003
903502742722830339,hotter than hell,hell,ðIt's almost time! Even though it's hotter than hell in the #sfv - I saw the first leaves fallâ¦ https://t.co/9W3RWhJOWD,34.0207895,-118.4119065,https://twitter.com/SknnyWrpCentral/status/903502742722830339,2017-09-01T02:20:14-04:00,1504246814,76.29,76.98,3.95,0.0,0.0,89.67,73.62,2.95,90.12,74.5,0.0003
903513873424179200,hotter than satan's asshole,satan's asshole,"Even tho it's hotter than satans asshole outside, ITS SEPTEMBER FIRST WHICH MEANS ITS TIME TO GET SPOOKY https://t.co/O5vzB7EBSX",34.0207895,-118.4119065,https://twitter.com/1990sMahone/status/903513873424179200,2017-09-01T03:04:28-04:00,1504249468,75.52,76.28,3.04,0.0,0.0,91.45,74.95,2.72,91.77,75.64,0.0
903514696459751424,hot as fuck,fuck,High as fuck and it's hot as fuck,37.7706565,-122.4359785,https://twitter.com/DonelFinks/status/903514696459751424,2017-09-01T03:07:44-04:00,1504249664,72.04,72.04,0.79,0.0,0.0,93.53,72.98,1.69,93.53,72.98,0.0
903514870053834754,cold as ,,None of the windows by me can crack open plus it's cold as ð outside,43.330446,-83.735364,https://twitter.com/19ninetyseven__/status/903514870053834754,2017-09-01T03:08:26-04:00,1504249706,47.6,44.56,6.48,0.0,0.0,64.85,43.5,7.39,64.85,39.6,0.0
903554219679948800,hot as fuck,fuck,"It's hot as fuck, I can't sleepover and it's supposed to get hotter wtf... https://t.co/Aa7w3sXlfc",37.331159,-121.8737305,https://twitter.com/OFFjorb/status/903554219679948800,2017-09-01T05:44:47-04:00,1504259087,70.49,70.49,1.81,0.0,0.0,104.76,72.58,2.67,104.76,72.58,0.0
903564729582530560,cold as fuck,fuck,Nigga it's cold as fuck.,42.525078,-71.7578435,https://twitter.com/mikeapedia101/status/903564729582530560,2017-09-01T06:26:33-04:00,1504261593,48.03,44.66,7.34,0.0,0.0,67.49,44.64,9.42,67.49,41.14,0.0
903570015244492800,cold as shit,shit,It is cold as shit and I am filling up generators fuck me,39.830648,-82.939197,https://twitter.com/murphyaustin98/status/903570015244492800,2017-09-01T06:47:33-04:00,1504262853,56.22,56.22,14.1,0.0,0.0025,59.53,51.67,12.54,59.53,51.67,0.0298
903578191692013568,cold as fuck,fuck,it's cold as fuck,41.4959395,-81.705467,https://twitter.com/muhdotriaa/status/903578191692013568,2017-09-01T07:20:03-04:00,1504264803,55.39,55.39,8.73,0.0,0.0,66.38,56.16,11.14,66.38,56.16,0.0
903588146495070208,cold as shit,shit,It's cold as shit out here,40.0048655,-75.117998,https://twitter.com/Overpaidjames/status/903588146495070208,2017-09-01T07:59:36-04:00,1504267176,56.8,56.8,7.98,0.0,0.0,68.27,54.9,5.82,68.27,54.9,0.0
903595209560399873,cold as shit,shit,It's cold as shit,41.876613,-80.128747,https://twitter.com/T_Wright32/status/903595209560399873,2017-09-01T08:27:40-04:00,1504268860,51.45,51.45,6.96,0.0,0.0,62.91,51.92,9.38,62.91,51.92,0.0
903595700268789761,cold as shit,shit,Pull out the sweaters and light jackets y'all! It's cold as shit out here today https://t.co/Y9LVScvZky,40.0048655,-75.117998,https://twitter.com/OzzyCoolbourne/status/903595700268789761,2017-09-01T08:29:37-04:00,1504268977,57.61,57.61,8.83,0.0,0.0,68.27,54.9,5.82,68.27,54.9,0.0
903595719155748864,hot as balls,balls,It's 8:30 and it's hot as balls outside ð¤¦ð»ââï¸,33.7661365,-78.976213,https://twitter.com/Tmaxxx04/status/903595719155748864,2017-09-01T08:29:42-04:00,1504268982,77.7,79.44,2.04,0.0,0.001,85.77,71.49,6.53,96.5,72.81,0.0091
903597319358177280,cold as a bitch,a bitch,It's cold as a bitch out,39.395636,-74.525611,https://twitter.com/Ar_WORK/status/903597319358177280,2017-09-01T08:36:03-04:00,1504269363,63.27,63.27,9.22,0.0,0.0,70.58,63.9,4.75,70.58,63.9,0.0
903597525520846848,cold as hell,hell,It's cold as hell ð,29.8956065,-97.9351915,https://twitter.com/_alilconceited_/status/903597525520846848,2017-09-01T08:36:52-04:00,1504269412,69.07,69.77,4.28,0.0,0.0,92.16,67.66,1.59,93.21,68.51,0.0
903597720631435265,cold as hell,hell,@TSPReview Lol it's cold as hell in Massachusetts right now man,42.405331,-71.052126,https://twitter.com/mikeapedia101/status/903597720631435265,2017-09-01T08:37:39-04:00,1504269459,56.16,56.16,13.76,0.0,0.0,67.77,49.45,12.51,67.77,45.22,0.0
903598444916428800,cold as fuck,fuck,Woke up and it's cold as fuck this morning,40.780709,-73.9685415,https://twitter.com/BigBankJay/status/903598444916428800,2017-09-01T08:40:31-04:00,1504269631,56.49,56.49,10.4,0.0,0.0,69.99,54.27,9.52,69.99,54.27,0.0
903599150264188929,cold as hell,hell,It's cold as hell outside,39.849025,-75.3759145,https://twitter.com/JayeGlizz/status/903599150264188929,2017-09-01T08:43:20-04:00,1504269800,58.39,58.39,10.42,0.0,0.0,67.05,56.74,6.21,67.05,56.74,0.0
903599465419771906,hot as shit,shit,Walking with my ride or die!!!! @ Its Hot As Shit Manor. https://t.co/ijhT0d02yo,29.1202225,-82.1608655,https://twitter.com/utopia4me2/status/903599465419771906,2017-09-01T08:44:35-04:00,1504269875,79.31,83.54,5.74,0.0,0.0119,88.91,72.62,2.79,100.73,74.2,0.0793
903600761799491584,hot as balls,balls,@HotSpanishTV Ice bucket challenge. It's hot as balls bro...,34.0207895,-118.4119065,https://twitter.com/LuchadorEMC/status/903600761799491584,2017-09-01T08:49:44-04:00,1504270184,73.72,74.6,1.67,0.0,0.0,91.45,74.95,2.72,91.77,75.64,0.0
903602630890487813,cold as hell,hell,Its cold as hell â¹ï¸,39.137038,-84.5398125,https://twitter.com/YessImMiKi/status/903602630890487813,2017-09-01T08:57:09-04:00,1504270629,58.57,58.57,12.51,0.0,0.0241,60.51,54.7,13.07,60.51,54.7,0.0679
903605580182540288,cold as hell,hell,It's cold as hell,40.1074845,-88.279219,https://twitter.com/jakfaprez/status/903605580182540288,2017-09-01T09:08:53-04:00,1504271333,56.45,56.45,13.71,0.0,0.0,69.73,45.38,11.75,69.73,42.26,0.0
